domain,kingdom,phylum,class,order,family,genus,species,n_zotu,pident_mean,pident_median,pident_min,pident_max,qcov_mean,qcov_median,qcov_min,qcov_max,evalue_mean,evalue_median,evalue_min,evalue_max,nec_01,nec_02,pcr_ntc1,pcr_ntc2,pcr_ntc3,pcr_ntc4,rme_01,rme_02,rme_03,rme_04,rme_05,rme_06,rme_07,rme_08,rme_09,rme_10,rme_11,rme_12,rme_13,rme_14,rme_15,rme_16,rme_17,rme_18,rme_19,rme_20,rme_21,rme_22,rme_23,rme_24,rme_25,rme_26,rme_27,rme_28,rme_29,rme_30,rme_31,rme_32,rme_33,rme_34,rme_35,rme_36,rme_37,rme_38,rme_39,rme_40,rme_41,rme_42,rme_43,rme_44,rme_45,rmep_16,rmep_17,rmep_18,rmep_19,rmep_20,rmep_21,rmep_22,rmep_23,rmep_25,rmep_26,rmep_27,rmep_28,rmep_29,rmep_30,rmep_31,rmep_32,rmep_33,rmep_34,rmep_36,rmep_37,rmep_38,rmep_39,rmep_40,rmep_41,rmep_42,rmep_43,rmep_44,rmep_45
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Majidae,Tylocarcinus,Tylocarcinus styx,2,90.05,90.05,90.05,90.05,95,95,95,95,9.16e-71,9.16e-71,9.16e-71,9.16e-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Alpheidae,Metalpheus,Metalpheus paragracilis,1,97.607,97.949,96.923,97.949,93,93,93,93,1.2949799999999998e-88,7.47e-91,7.47e-91,3.8699999999999995e-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Entomacrodus,Entomacrodus decussatus,16,98.40275,98.4705,97.348,99.228,98.875,99,97,100,1.44248885625e-124,1.4399999999999998e-126,2.77e-129,7.439999999999999e-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Axiidae,Axiopsis,Axiopsis serratifrons,1,94.444,94.444,94.444,94.444,93,93,93,93,1.29e-81,1.29e-81,1.29e-81,1.29e-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Turbinellidae,Vasum,Vasum turbinellus,7,95.32028571428572,94.878,93.659,97.354,96.57142857142857,100,92,100,3.0096019714285712e-83,1.95e-85,3.76e-88,3.53e-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Muricidae,Coralliophila,Coralliophila violacea,1,95.12,95.028,95.028,95.58,100,100,100,100,2.3861833333333333e-76,2.85e-76,6.71e-78,2.85e-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,LCA_dropped,Cerithiidae,Cerithium,Cerithium egenum,11,96.80263636363637,96.907,95.545,97.938,98.18181818181819,99,96,100,3.9882490909090903e-88,3.0399999999999997e-89,7.140000000000001e-91,1.2899999999999998e-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Portunidae,Thalamita,Thalamita sima,1,96.16214285714285,96.02,96.02,97.015,93,93,93,93,1.1918114285714284e-87,1.3899999999999998e-87,2.6799999999999997e-90,1.3899999999999998e-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Cheilinus,LCA_dropped,6,97.9431320754717,97.727,95.833,99.608,97.28301886792453,97,76,100,1.5547169811320754e-90,2.6000000000000003e-123,4.11e-127,4.12e-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Pterocaesio,Pterocaesio tile,15,97.99183333333333,98.054,96.241,99.611,92.5,97,76,100,1.029e-95,7.145e-122,2.2899999999999997e-130,1.55e-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,LCA_dropped,LCA_dropped,1,96.25466666666667,96.255,95.88,96.629,100,100,100,100,1.979066666666666e-119,1.36e-120,1.12e-121,5.789999999999998e-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Galatheidae,Galathea,LCA_dropped,5,92.00704999999999,91.919,90.338,93.939,95.2,93,93,100,8.83085857e-76,2.8300000000000002e-77,1.29e-81,1.47e-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,LCA_dropped,Pomacanthidae,Centropyge,LCA_dropped,1,97.43900000000001,97.358,96.981,98.113,100,100,100,100,6.816599285714286e-124,2.1399999999999998e-124,4.13e-127,2.6100000000000003e-123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Kuhliidae,Kuhlia,LCA_dropped,2,97.98877272727273,98.127,96.629,98.851,98.27272727272727,98,90,100,2.465000036358402e-114,1.45e-126,8.039999999999999e-130,5.42e-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Apagesoma,LCA_dropped,3,95.57033333333334,95.489,94.737,96.498,99,100,97,100,1.5820983333333334e-115,8.56e-117,1.6499999999999995e-119,1.27e-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,LCA_dropped,Pomacanthidae,Centropyge,Centropyge heraldi,2,98.11922222222222,98.054,97.276,98.833,97,97,97,97,2.962007111111111e-121,9.140000000000001e-123,1.7599999999999999e-125,4.73e-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron microstoma,3,98.38433333333333,98.141,97.77,99.242,99.33333333333333,100,98,100,1.2465533333333332e-128,2.8299999999999997e-129,6.659999999999999e-131,3.45e-128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,LCA_dropped,10,98.2113515625,98.134,97.015,99.614,97.5625,100,76,100,4.14765625e-94,1.2e-127,2.3099999999999997e-130,6.64e-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus thompsoni,1,96.531875,95.902,95.865,97.744,98,100,92,100,8.52500000061875e-110,1.6499999999999995e-119,1.45e-126,3.4099999999999997e-109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,Chthamalus,Chthamalus moro,1,97.16499999999999,97.16499999999999,96.907,97.423,93,93,93,93,7.249999999999999e-88,7.249999999999999e-88,1.0999999999999999e-88,1.3399999999999997e-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Scarus,Scarus altipinnis,1,97.51364285714286,97.093,96.899,98.837,95,96,76,96,1.9464285714285712e-95,1.6699999999999996e-119,5.0999999999999994e-126,5.45e-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus nigroris,4,98.53075,98.5835,97.276,100,94,97,88,97,3.391666707086588e-113,6.006999999999999e-122,8.009999999999999e-130,1.8799999999999996e-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Meleagris,Meleagris gallopavo,5,98.4962,98.77,96.311,100,94.325,96,83,96,3.147712568335273e-104,1.5365e-116,4.49e-120,1.06e-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Ophiuroidea,Amphilepidida,Ophionereidae,Ophionereis,Ophionereis dubia,3,94.27666666666667,93.583,93.548,96.237,100,100,100,100,6.556782185e-74,4.37e-74,1.1e-81,1.53e-73,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Haematococcaceae,Haematococcus,Haematococcus lacustris,4,91.636,91.544,90.809,92.647,93,93,93,93,2.53480022225e-104,1.9599999999999997e-106,8.89e-111,1.01e-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Pan,LCA_dropped,5,90.09991113189898,90.083,89.116,91.139,96.81197380729654,97,50,100,3.948612584214273e-42,1.5899999999999997e-87,3.0699999999999998e-90,3.28e-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Scarus,Scarus rubroviolaceus,1,97.49460975609756,97.287,96.899,99.576,95.26829268292683,96,76,96,2.5609756097560972e-98,1.3699999999999999e-120,5.0999999999999994e-126,1.0499999999999998e-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Scarus,Scarus psittacus,7,98.53342857142857,98.842,97.398,99.228,97.14285714285714,96,96,100,1.0964493808571429e-124,1.4699999999999999e-126,6.659999999999999e-131,7.59e-124,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Hahniidae,Hahnia,Hahnia ngai,5,97.838143,97.917,96.694,99.167,98.3986,99,96,100,2.083710850282e-111,1.6899999999999998e-112,6.319999999999999e-118,7.21e-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria zollingeri,3,95.52733333333333,95.548,95.486,95.548,99.66666666666667,100,99,100,1.043933333333333e-129,2.09e-131,2.09e-131,3.0899999999999994e-129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Aphareus,Aphareus furca,4,99.0164,98.851,98.491,100,93.6,97,76,100,7.9e-103,1.21e-127,1.57e-132,3.95e-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Blattellidae,Blattella,Blattella germanica,10,96.47306391752578,96.503,94.059,98.701,86.73195876288659,87,59,100,7.653114462722103e-53,2.68e-77,2.49e-90,3.71e-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,LCA_dropped,1,97.5453611111111,97.388,97.004,98.876,100,100,100,100,7.44179761111111e-125,3.2599999999999995e-126,6.599999999999999e-131,2.16e-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,Bohadschia argus,19,89.74012499999999,89.823,89.381,90.265,99.94736842105263,100,99,100,3.661478585526316e-80,1.38e-81,3.24e-83,2.48e-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Macropharyngodon,Macropharyngodon meleagris,2,98.51774999999999,98.419,98.024,98.814,96,96,96,96,2.388375e-121,3.15e-122,3.1400000000000003e-122,1.34e-120,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Pseudocheilinus,Pseudocheilinus evanidus,10,97.895125,97.9055,96.169,99.234,97.1,97,97,98,1.35139771642614e-118,2.18e-124,2.8399999999999997e-129,2.49e-117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Thalassoma,Thalassoma jansenii,1,98.2369090909091,98.024,97.98,99.605,94.18181818181819,96,75,97,2.0636363636363637e-93,1.34e-120,4.99e-126,2.27e-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,LCA_dropped,LCA_dropped,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,LCA_dropped,1,91.781,91.781,91.781,91.781,100,100,100,100,3.31e-116,3.31e-116,3.31e-116,3.31e-116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Porifera,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,Ircinia strobilina,3,93.628,92.8675,91.941,96.094,96.66666666666667,96,94,100,5.3357355382644996e-104,2.0661449999999997e-108,1.31e-114,3.1799999999999997e-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Trimma,Trimma okinawae,1,90.672,90.672,90.299,91.045,97,97,97,97,1.2802025e-98,1.2802025e-98,4.0499999999999996e-102,2.56e-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,LCA_dropped,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon phoenixensis,2,98.80916666666667,98.8675,97.761,99.614,98.33333333333333,98.5,96,100,3.358183333333333e-128,2.2069999999999999e-128,2.3099999999999997e-130,1.2e-127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Plagusiidae,Percnon,Percnon affine,1,96.07,96.07,96.07,96.07,100,100,100,100,3.28e-102,3.28e-102,3.28e-102,3.28e-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Cheilinus,Cheilinus undulatus,5,98.77706666666667,99.213,97.338,100,91.2,97,76,100,9.135066666666666e-97,6.08e-125,4.99e-126,1.26e-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Rhinecanthus,LCA_dropped,2,97.46300000000001,97.51650000000001,96.241,98.833,98.5,98.5,97,100,8.675409999999999e-122,4.9450000000000004e-123,1.7599999999999999e-125,3.8799999999999995e-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Zanclidae,Zanclus,Zanclus cornutus,15,98.64614285714286,98.491,97.358,100,98.46666666666667,98,97,100,5.519706924952381e-123,4.13e-127,2.7799999999999996e-129,3.8699999999999997e-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Cirrhitidae,Paracirrhites,Paracirrhites arcatus,2,98.85466666666667,98.444,98.12,100,91,97,76,100,1.9233333333333334e-100,2.15e-124,1.19e-127,5.77e-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Pan,Pan paniscus,2,89.468625,89.451,88.398,90.295,97.0625,98,50,100,5.321441949825992e-40,2.35e-85,4.53e-88,1.3899999999999998e-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
