zotu,taxid,unique_hits,pident_mean,pident_median,pident_min,pident_max,qcov_mean,qcov_median,qcov_min,qcov_max,domain,kingdom,phylum,class,order,family,genus,species,taxid_rank,nec_01,nec_02,pcr_ntc1,pcr_ntc2,pcr_ntc3,pcr_ntc4,rme_01,rme_02,rme_03,rme_04,rme_05,rme_06,rme_07,rme_08,rme_09,rme_10,rme_11,rme_12,rme_13,rme_14,rme_15,rme_16,rme_17,rme_18,rme_19,rme_20,rme_21,rme_22,rme_23,rme_24,rme_25,rme_26,rme_27,rme_28,rme_29,rme_30,rme_31,rme_32,rme_33,rme_34,rme_35,rme_36,rme_37,rme_38,rme_39,rme_40,rme_41,rme_42,rme_43,rme_44,rme_45,rmep_16,rmep_17,rmep_18,rmep_19,rmep_20,rmep_21,rmep_22,rmep_23,rmep_25,rmep_26,rmep_27,rmep_28,rmep_29,rmep_30,rmep_31,rmep_32,rmep_33,rmep_34,rmep_36,rmep_37,rmep_38,rmep_39,rmep_40,rmep_41,rmep_42,rmep_43,rmep_44,rmep_45
Zotu52,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,10,0,23,83,170,22,90,4,38,15,3,35,34,0,0,85,1,48,16,13,19,5,26,0,66,42,11,0,82,3,3,102,41,9,0,3,78,7,0,20,239,0,7,34,56,0,4,0,0,0,0,0,0,0,0,40,0,6,0,0,0,65,0,0,47,0,7,0,0,0,0,7,0
Zotu53,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,7,1,25,54,206,28,92,7,33,15,1,42,51,0,0,85,4,34,5,10,10,9,27,0,73,53,7,0,96,1,2,116,26,4,0,9,73,10,0,21,277,0,4,38,63,0,3,0,0,0,0,0,0,0,0,23,0,5,0,0,0,89,0,0,40,0,12,0,1,0,0,9,0
Zotu54,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,3,0,16,70,157,19,112,14,29,15,2,29,38,0,0,66,1,51,15,10,9,5,24,0,60,43,18,0,109,5,2,106,38,6,0,5,74,9,0,14,253,0,3,25,51,0,5,0,0,0,0,0,0,0,0,31,0,6,1,0,0,67,0,0,25,0,17,0,0,0,0,10,0
Zotu55,46736,80,98.000975,98.214,96.875,98.592,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,3,1,27,69,121,22,108,10,17,10,2,16,17,0,0,47,1,45,8,16,11,4,29,0,43,68,16,0,115,4,1,92,40,6,0,8,81,10,0,15,266,0,2,31,70,0,2,0,0,0,0,0,0,0,0,31,0,3,0,0,0,74,0,0,45,0,12,0,0,0,0,4,0
Zotu56,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,8,2,26,63,154,24,92,6,25,13,2,34,34,0,0,57,2,34,10,9,8,7,22,0,57,37,16,0,97,5,2,117,30,6,0,3,60,10,0,15,215,0,7,29,69,0,0,0,0,0,0,0,0,0,0,31,0,4,0,0,0,106,0,0,17,0,11,0,1,0,0,9,0
Zotu57,46736,80,97.099525,97.321,95.833,97.653,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,6,3,19,71,104,17,93,7,20,8,5,20,23,0,0,52,0,43,8,7,6,2,32,0,43,42,11,0,99,3,3,85,33,5,0,3,81,20,0,25,266,0,6,29,65,0,4,0,0,0,0,0,0,0,0,25,0,5,0,0,0,59,0,0,17,0,17,0,0,0,0,7,0
Zotu58,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,2,4,20,69,189,22,113,17,33,12,2,51,32,0,0,89,1,34,7,12,6,0,29,0,55,47,22,0,114,7,4,96,32,10,0,4,87,11,0,18,253,0,7,29,51,0,4,0,0,0,0,0,0,0,0,17,0,8,0,0,0,66,0,0,34,0,12,0,0,0,0,8,0
Zotu59,40674,1000,99.174413,99.174,99.174,99.587,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,2,0,0,0,1,97,18,1,1,5,33,8,0,28,1,23,1,19,16,9,10,34,15,73,6,143,46,41,4,6,5,73,0,13,8,1,2,7,133,6,20,0,135,18,7,4,18,9,9,16,0,10,0,0,6,106,26,0,0,0,13,14,0,0,0,2,4,1,0,0,0,0,0,0,0,0,541,9
Zotu60,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,7,1,25,86,149,20,85,14,20,15,5,41,20,0,0,65,0,35,4,10,15,7,26,0,59,63,9,0,119,2,3,96,39,5,0,8,70,7,0,16,205,0,8,35,46,0,4,0,0,0,0,0,1,0,0,31,0,11,0,0,0,75,0,0,38,0,4,0,0,0,0,8,0
Zotu61,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,3,1,19,77,140,16,82,9,24,12,3,33,25,0,0,55,2,44,14,12,18,3,15,0,41,43,8,0,96,4,0,78,40,3,0,6,66,6,0,14,236,0,5,28,71,0,1,0,0,0,0,0,0,0,0,20,0,9,0,0,0,86,1,0,32,0,13,0,1,0,0,5,0
Zotu62,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,9,0,17,69,133,17,86,12,23,9,6,39,20,0,0,48,1,42,14,13,7,3,29,0,66,49,19,0,113,2,2,99,49,8,0,8,63,10,0,20,243,0,3,18,76,0,4,0,0,0,0,0,0,0,0,16,0,3,0,0,0,61,0,0,35,0,17,0,0,0,0,4,0
Zotu63,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,10,1,18,61,147,24,92,7,31,19,3,34,32,0,0,60,0,42,8,7,6,2,18,0,51,49,13,0,88,3,3,102,29,2,0,11,82,4,0,19,236,0,4,17,62,0,1,0,0,0,0,0,0,0,0,32,0,5,0,0,0,73,0,0,27,0,14,0,0,0,0,3,0
Zotu64,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,7,2,14,46,155,17,94,5,30,18,2,43,31,0,0,67,0,41,2,13,15,4,21,0,69,44,6,0,87,2,3,125,28,10,0,3,65,9,0,24,225,0,7,34,58,0,5,0,0,0,0,0,0,0,0,31,0,7,0,0,0,112,0,0,35,0,5,0,0,0,0,12,0
Zotu65,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,11,2,11,65,163,21,84,8,26,18,3,35,37,0,0,61,1,47,12,11,9,6,22,0,75,60,13,0,107,3,4,126,37,5,0,8,70,11,0,18,357,0,4,49,70,0,7,0,0,0,0,0,0,0,0,35,0,9,0,0,0,82,0,0,52,0,14,0,0,0,0,8,0
Zotu66,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,3,4,19,68,150,22,99,12,24,8,3,30,45,0,0,65,2,44,6,11,13,4,38,0,78,53,16,0,125,2,7,164,39,5,0,8,73,6,0,11,321,0,6,38,70,0,6,0,0,0,0,0,0,0,0,27,0,12,0,0,0,112,0,0,35,0,7,0,0,0,0,10,0
Zotu67,46736,80,97.55052500000001,97.768,96.354,98.122,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,6,1,19,78,138,20,86,6,15,11,3,28,19,1,0,60,0,29,7,7,5,5,29,0,62,59,16,0,105,4,8,98,40,11,0,5,77,6,0,25,219,0,9,33,60,0,4,0,0,0,0,0,0,0,0,27,0,6,0,0,0,66,0,0,38,0,12,0,0,0,0,3,0
Zotu68,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,8,5,20,67,164,19,73,10,27,13,4,26,33,0,0,64,1,36,8,16,14,5,17,0,63,37,14,0,84,4,2,116,31,10,0,11,56,13,0,13,209,0,5,38,49,0,6,0,0,0,0,0,0,0,0,22,0,7,0,0,0,82,0,0,29,0,7,0,0,0,0,4,0
Zotu69,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,2,1,20,73,104,16,110,11,18,10,0,30,21,0,0,54,1,37,9,11,7,8,21,0,37,59,12,0,113,3,6,89,28,7,0,7,77,10,0,21,246,0,3,29,72,0,1,0,0,0,0,0,0,0,0,20,0,2,0,0,0,65,0,0,28,0,15,0,0,0,0,9,0
Zotu70,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,6,1,13,50,142,16,77,3,26,14,2,30,28,0,0,51,2,26,6,11,8,2,17,0,59,40,18,0,105,5,3,98,34,6,0,7,74,1,0,27,265,0,3,35,59,0,2,0,0,0,0,0,0,0,0,25,0,6,0,0,0,84,0,0,31,0,7,0,0,0,0,6,0
Zotu71,46736,80,97.55052500000001,97.768,96.354,98.122,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,7,3,17,73,167,16,115,19,23,10,0,37,42,0,0,98,1,37,8,9,5,4,31,0,63,53,10,0,96,3,2,95,38,9,0,6,70,10,0,13,302,0,3,35,63,0,5,0,0,0,0,0,0,0,0,29,0,5,0,0,0,76,1,0,22,0,11,0,0,0,0,10,0
Zotu72,46736,80,97.55052500000001,97.768,96.354,98.122,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,7,1,15,58,169,24,91,12,26,17,4,33,28,0,0,79,2,49,7,13,11,7,34,0,64,69,16,0,119,4,6,128,32,3,0,12,59,10,0,12,310,0,3,29,84,0,1,0,0,0,0,0,0,0,0,30,0,10,0,0,0,88,0,0,45,0,12,0,0,0,0,9,0
Zotu73,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,6,2,25,80,202,21,92,8,30,12,8,41,29,0,0,75,2,50,12,13,5,4,22,0,84,52,12,0,101,1,6,101,28,3,0,6,82,8,0,20,235,0,5,35,57,0,4,0,0,0,0,0,0,0,0,16,0,8,0,0,0,92,0,0,27,0,8,0,0,0,0,7,0
Zotu74,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,5,1,19,56,187,26,88,13,33,12,3,44,32,0,0,87,2,38,5,12,7,4,26,0,83,63,9,0,77,2,6,124,25,6,0,4,70,12,0,20,220,0,7,41,49,0,5,0,0,0,0,0,0,0,0,17,0,5,0,0,0,84,0,0,30,0,6,0,0,0,0,5,0
Zotu75,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,5,1,17,69,138,21,100,14,33,12,4,28,20,0,0,62,0,42,14,14,9,5,29,0,73,62,22,0,121,2,3,109,39,7,0,9,88,8,0,15,241,0,3,34,65,0,4,0,0,0,0,0,0,0,0,31,0,3,0,0,0,70,0,0,36,0,18,0,0,0,0,7,0
Zotu76,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,6,1,10,44,178,31,93,12,25,18,2,37,28,0,0,83,2,35,1,6,12,0,12,0,77,52,11,0,84,1,2,120,32,3,0,6,64,9,0,24,192,0,6,39,50,0,0,0,0,0,0,0,0,0,0,24,0,5,0,0,0,98,0,0,42,0,10,0,0,0,0,7,0
Zotu77,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,0,1,21,69,156,17,97,12,18,9,3,37,20,0,0,59,1,42,8,14,9,5,21,0,54,40,9,0,103,1,5,96,38,6,0,3,63,8,0,13,224,0,7,28,59,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,66,0,0,26,0,5,0,0,0,0,2,0
Zotu78,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,4,4,23,51,159,21,94,6,32,9,1,48,30,0,0,73,1,34,7,13,10,6,24,0,61,42,15,0,69,2,3,103,25,4,0,3,58,7,0,16,213,0,3,24,50,0,2,0,0,0,0,0,0,0,0,20,0,3,0,0,0,46,0,0,17,0,8,1,0,0,0,4,0
Zotu79,46736,80,97.099525,97.321,95.833,97.653,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,3,3,14,45,127,25,94,10,21,16,2,35,39,0,0,52,1,28,4,8,7,6,22,0,65,42,9,0,84,2,3,104,36,8,0,11,82,11,0,20,251,0,3,38,53,0,4,0,0,0,0,0,0,0,0,33,0,1,0,0,0,95,0,0,32,0,8,0,0,0,0,9,0
Zotu80,46736,80,97.099525,97.321,95.833,97.653,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,1,1,30,68,121,13,92,14,21,15,4,20,19,0,0,46,2,47,22,12,10,6,34,0,41,51,17,0,92,4,2,81,31,9,0,10,57,11,0,17,263,0,7,33,69,0,0,0,0,0,0,0,0,0,0,22,0,6,0,0,0,66,0,0,31,0,12,0,0,0,0,4,0
Zotu81,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,6,2,17,57,115,15,92,5,19,13,2,35,35,0,0,53,0,37,5,12,12,3,23,0,66,48,9,0,74,2,1,101,24,4,0,9,65,6,0,26,268,0,5,29,57,0,0,0,0,0,0,0,0,0,0,24,0,10,0,0,0,71,0,0,29,0,11,0,0,0,0,6,0
Zotu82,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,1,4,25,47,137,11,93,11,28,8,2,33,18,0,0,63,2,32,5,9,5,1,17,0,45,39,11,0,82,3,4,96,36,5,0,5,50,15,0,9,212,0,3,26,60,0,3,0,0,0,0,0,0,0,0,17,0,5,0,0,0,78,0,0,30,0,11,0,0,0,0,7,0
Zotu83,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,6,3,15,60,135,16,70,12,23,11,4,29,30,0,0,49,2,31,9,9,12,3,13,0,47,44,16,0,108,1,5,71,42,3,0,4,75,4,0,12,220,0,8,21,59,0,2,1,0,0,0,0,0,0,0,24,0,3,0,0,0,52,0,0,33,0,11,0,0,0,0,8,0
Zotu84,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,4,0,25,56,149,20,86,8,23,14,2,26,32,0,0,71,1,39,9,14,12,6,10,0,51,49,13,0,94,1,5,102,45,5,0,3,88,8,0,15,220,0,6,26,58,0,2,0,0,0,0,0,0,0,0,21,0,2,0,0,0,80,0,0,29,0,14,0,0,0,0,11,0
Zotu85,46736,80,98.000975,98.214,96.875,98.592,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,3,1,21,57,104,13,88,13,16,7,3,20,22,0,0,61,1,35,7,10,7,5,25,0,43,52,18,0,110,5,5,69,28,10,0,3,92,8,0,18,287,0,3,23,66,0,0,0,0,0,0,0,0,0,0,30,0,5,0,0,0,67,0,0,27,0,9,0,0,0,0,7,0
Zotu86,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,7,1,18,54,149,28,91,7,21,16,5,18,31,0,0,43,2,35,11,9,12,1,26,0,62,45,13,0,85,4,6,104,28,1,0,5,67,7,0,13,216,0,4,41,63,0,3,0,0,0,0,0,0,0,0,18,0,4,0,0,0,79,0,0,17,0,13,0,0,0,0,9,0
Zotu87,46736,80,98.000975,98.214,96.875,98.592,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,10,2,12,47,127,23,83,5,21,13,4,42,40,0,0,65,3,38,9,9,18,7,29,0,53,52,11,0,106,1,7,94,30,11,0,7,61,7,0,17,242,0,4,37,53,0,3,0,0,0,0,0,0,0,0,24,0,4,0,0,0,83,0,0,31,0,8,0,0,0,0,8,0
Zotu88,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,2,0,16,41,126,19,81,3,21,10,3,37,25,0,0,54,2,41,10,5,17,5,19,0,59,38,6,0,85,2,2,97,35,0,0,6,58,5,0,20,241,0,1,34,53,0,5,0,0,0,0,0,0,0,0,25,0,15,0,0,0,67,0,0,30,0,12,0,0,0,0,9,0
Zotu89,46736,77,98.92314285714286,99.107,97.768,99.531,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,5,1,16,29,120,26,83,5,20,13,1,30,31,0,0,58,2,34,7,8,15,4,34,0,67,38,11,0,95,3,3,103,33,4,0,6,71,14,0,17,235,0,8,32,45,0,2,0,0,0,0,0,0,0,0,31,0,9,0,0,0,84,0,0,21,0,9,0,0,0,0,4,0
Zotu90,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,7,0,18,65,125,17,93,10,24,9,3,22,27,0,0,52,1,33,7,3,15,7,24,0,45,49,12,0,97,1,2,93,42,5,0,4,48,8,0,13,224,0,4,23,54,0,2,0,0,0,0,0,0,0,0,23,0,4,0,0,0,62,0,0,30,0,9,0,0,0,0,6,0
Zotu91,46736,80,97.099525,97.321,95.833,97.653,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,5,1,27,65,102,15,79,11,9,8,5,26,26,0,0,44,0,49,13,5,13,8,25,0,48,51,18,0,103,2,1,78,27,5,0,6,63,11,0,12,251,0,3,23,59,0,3,0,0,0,0,0,0,0,0,26,0,4,0,0,0,58,0,0,25,0,16,0,0,0,0,3,0
Zotu92,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,6,0,21,66,98,20,86,11,14,11,3,20,21,0,0,55,0,35,9,6,4,4,29,0,45,52,12,0,99,3,4,68,40,10,0,5,65,8,0,15,225,0,2,31,58,0,1,0,0,0,0,0,0,0,0,23,0,3,0,0,0,62,0,0,19,0,11,0,0,0,0,6,0
Zotu93,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,4,1,16,46,145,15,67,6,35,10,3,45,27,0,0,57,2,30,5,11,13,2,16,0,42,37,7,0,100,1,0,116,25,5,0,9,66,2,0,22,206,0,3,34,54,0,4,0,0,0,0,0,0,0,0,14,0,8,0,0,0,71,0,0,44,0,7,0,0,0,0,7,0
Zotu94,40674,1000,98.76041400000001,98.76,98.76,99.174,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,46,8,1,1,4,29,11,1,16,1,25,3,16,12,8,5,31,9,66,4,119,32,13,7,5,5,82,0,4,5,1,3,5,107,3,16,0,111,12,3,6,13,4,5,13,0,9,0,0,6,81,28,0,0,0,8,6,0,0,0,1,4,2,0,0,0,0,0,0,0,0,439,3
Zotu95,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,4,0,13,37,131,19,79,8,22,15,0,32,31,0,0,56,2,32,5,7,16,3,20,0,73,42,11,0,81,2,2,123,32,3,0,6,54,3,0,13,213,0,8,49,64,0,8,0,0,0,0,0,0,0,0,26,0,6,0,0,0,86,0,0,41,0,7,0,0,0,0,9,0
Zotu96,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,2,0,10,38,96,14,84,14,13,16,8,19,26,0,0,54,2,33,10,7,7,4,16,0,49,45,8,0,112,3,5,111,31,5,0,2,65,6,0,18,292,0,1,30,60,0,4,0,0,0,0,0,0,0,0,26,0,4,0,0,0,67,0,0,31,0,5,0,0,0,0,8,0
Zotu97,46736,80,98.000975,98.214,96.875,98.592,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,4,0,11,47,106,17,65,8,15,8,2,30,23,0,0,49,1,42,9,7,4,6,28,0,45,54,7,0,102,1,8,72,34,5,0,2,70,5,0,16,264,0,0,22,54,0,1,0,0,0,0,0,0,0,0,27,0,3,1,0,0,57,0,0,24,0,7,0,0,0,0,3,0
Zotu98,46736,80,97.099525,97.321,95.833,97.653,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,1,0,1,2,22,85,144,24,105,19,23,6,3,33,29,0,0,42,2,41,7,8,8,4,46,0,68,51,13,0,138,2,1,92,39,7,0,7,78,14,0,24,363,0,4,31,77,0,4,0,0,0,0,0,0,0,0,26,0,3,0,0,0,80,0,0,30,0,15,0,1,0,0,6,0
Zotu99,40674,1000,99.155613,99.156,98.347,99.578,98.002,98,98,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,2,57,9,1,0,2,28,9,0,32,0,16,3,11,11,3,9,49,9,39,10,128,34,15,4,6,2,35,0,8,5,2,0,1,56,2,11,0,84,9,8,10,9,6,14,24,0,12,0,0,4,97,25,0,0,0,8,7,0,0,0,1,13,4,0,0,0,0,0,0,0,0,602,2
Zotu100,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,3,2,22,59,142,13,84,6,12,8,6,32,20,0,0,58,1,43,10,10,5,5,17,0,62,52,2,0,93,5,3,79,30,5,0,5,74,8,0,19,209,0,1,18,59,0,4,0,0,0,0,0,0,0,0,21,0,3,0,0,0,66,0,0,21,0,8,0,0,0,0,8,0
Zotu101,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,9,0,12,31,160,19,80,4,32,14,0,38,29,0,0,60,1,34,6,9,11,6,10,0,53,35,6,0,86,3,4,114,28,6,0,4,67,6,0,18,161,0,3,46,56,0,4,0,0,0,0,0,0,0,0,11,0,6,0,0,0,69,0,0,26,0,7,0,0,0,0,4,0
Zotu102,46736,77,98.92314285714286,99.107,97.768,99.531,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,11,1,20,41,126,22,83,6,14,8,3,29,37,1,0,60,2,24,6,8,10,3,17,0,58,44,10,0,91,2,5,105,32,1,0,8,57,5,0,18,254,0,3,32,43,0,4,0,0,0,0,0,0,0,0,22,0,5,0,0,0,65,0,0,27,0,10,0,0,0,0,4,0
